Series Name,Series Code,Country Name,Country Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
GNI (current US$),NY.GNP.MKTP.CD,Russian Federation,RUS,515780725699.661,516545185185.185,455789723970.944,430624472095.383,393237301248.464,392165585723.779,386290390744.498,396237354191.876,259165786862.442,188191228350.934,252973642196.943,302363970620.5,338887494417.863,417177070731.787,578245490742.798,745490707990.977,961127142278.695,1270877264823.62,1614363887626.8,1182904882200.6,1477812768442.99,1985526208275.05,2140634973644.45,2212868846622.34,1991279765491.87,1325732263446.11,1241290379222.41,1532146087071.58,1616937756183.77,1639593344263.08,1454357778439.47,1735766635794.52,..
GNI (current US$),NY.GNP.MKTP.CD,South Africa,ZAF,121780799638.259,131996161228.407,144011220196.353,144534216360.131,151090918131.125,168860475255.714,160124651268.811,165755309678.819,149819182352.622,148308278091.497,148579791002.623,131692209833.666,126298943628.032,192410805557.392,251495285663.421,283926907458.368,298725379797.681,323307670849.065,307189733295.405,323125601579.003,409233759697.864,447481650755.395,423516734077.151,391194711860.894,371745234720.224,338766618711.13,315294078694.387,370872982190.206,392870879580.499,378848113685.367,331987598189.906,410990090604.222,..
GNI (current US$),NY.GNP.MKTP.CD,Spain,ESP,530515703558.603,570816810248.198,623343892410.206,520853333769.12,519422964849.087,609570971443.822,633528195192.434,583087704545.455,611311425548.502,629140626498.843,594084216555.295,619140631735.828,700728756159.217,900043963152.155,1059088286010.81,1137786490870.04,1237088785672.94,1437831552930.98,1586564225114.84,1462916148401.17,1401381945416.67,1454580711702.34,1314155086548.05,1346529739593.34,1366800133424.7,1195894016724.61,1236606698893.78,1313739000871.77,1423751671292.55,1396786257474.51,1280087734202.34,1434870975678.27,..
GNI (current US$),NY.GNP.MKTP.CD,Sweden,SWE,255424756031.628,265721616039.686,272062878017.789,202589613793.458,221472265422.499,259831214164.552,283992543990.456,261156924124.743,265022201537.126,273635626452.363,262994913885.311,242580960587.079,267612328105.904,339970691169.014,387293608567.269,397558978201.817,434074299964.761,505966887613.186,535559769992.869,446774804672.189,509281261515.021,585817912459.71,565134029822.071,600021645780.365,594247305519.704,509135748362.768,518630030590.624,550408187913.536,566408353850.658,549543150544.506,566101960738.874,653869337889,..
GNI (current US$),NY.GNP.MKTP.CD,Thailand,THA,84097084798.0301,96721496574.8056,109345082401.25,126723289467.448,144068389662.028,166006494027.742,178425661038.484,145705658981.708,109263601502.923,122785498377.572,123900124152.992,116932294140.021,129579446975.217,146056608958.505,165383791121.365,180829261985.922,213513885222.533,253993835136.247,280756514665.314,271838603736.824,326815440403.715,361875395599.458,379342568791.401,393467063724.533,386381874272.625,380595105656.73,393948759646.876,435913381929.181,482208064326.436,523869832128.731,488207658410.479,488545959452.233,..
GNI (current US$),NY.GNP.MKTP.CD,United States,USA,5902290000000,6096750000000,6435469000000,6733768000000,7170251000000,7574691000000,8045907000000,8589268000000,9135464000000,9690388000000,10383667000000,10746067000000,11052223000000,11534846000000,12317643000000,13166516000000,14066382000000,14550103000000,14718111000000,14426269000000,15172073000000,15849978000000,16675595000000,17188331000000,18043094000000,18660910000000,19020479000000,19885551000000,20937355000000,21764537000000,21472360000000,23617113000000,..
GNI (current US$),NY.GNP.MKTP.CD,United Kingdom,GBR,1118418792613.64,1172215954144.62,1224107718497.72,1100555976304.74,1202134367921.64,1307091358687.08,1376651925117,1539466247544.2,1663920972176.22,1683415304966.83,1670577999697.38,1657436303440.33,1806371402877.7,2079972244897.96,2442724276821.68,2571041818181.82,2699126034958.6,3064437775110.04,2892722426470.59,2397292413148.47,2492429665850.71,2677578367416.49,2681210131121.15,2736879622207.81,3010427530738.94,2871047254146.38,2636540825081.9,2654505924434.68,2838922264241.22,2855883547433.12,2643852716859.46,3117696729240.22,..
GNI (current US$),NY.GNP.MKTP.CD,Vietnam,VNM,6059727465.28437,9101162795.73985,9530002864.9729,12678649294.8005,15874378573.091,20716686821.6426,24441564978.0311,26413770534.2458,26593005728.0675,28163764011.6506,30725942358.3893,32247852243.3298,34494322458.1956,38923547352.8164,44576781404.8012,56575238837.089,64945527298.873,75243501680.3657,96180833933.9662,101448142359.786,142634239586.964,167761189190.507,189361661225.274,206372010451.595,224605804804.237,227116870128.414,242953111266.812,264356105960.018,294286042195.288,317567407546.967,331798335861.466,347388393015.399,..
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 05/10/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
