"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","Display Value","Numeric","Low","High","StdErr","StdDev","Comments"
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2002","EMR","AFG","17.01","17.01000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2003","EMR","AFG","17.81","17.81000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2004","EMR","AFG","21.43","21.43000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2005","EMR","AFG","25.11","25.11000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2006","EMR","AFG","28.92","28.92000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2007","EMR","AFG","32.72","32.72000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2008","EMR","AFG","39.97","39.97000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2009","EMR","AFG","43.26","43.26000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2010","EMR","AFG","46.58","46.58000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2011","EMR","AFG","52.36","52.36000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2012","EMR","AFG","52.61","52.61000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2013","EMR","AFG","56.31","56.31000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2014","EMR","AFG","60.19","60.19000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2015","EMR","AFG","60.06","60.06000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2016","EMR","AFG","61.49","61.49000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2017","EMR","AFG","66.91","66.91000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2018","EMR","AFG","71.33","71.33000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2019","EMR","AFG","74.23","74.23000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2020","EMR","AFG","80.29","80.29000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2000","EUR","ALB","65.15","65.15000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2001","EUR","ALB","73.79","73.79000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2002","EUR","ALB","78.99","78.99000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2003","EUR","ALB","111.46","111.46000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2004","EUR","ALB","141.91","141.91000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2005","EUR","ALB","154.88","154.88000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2006","EUR","ALB","168.42","168.42000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2007","EUR","ALB","204.80","204.80000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2008","EUR","ALB","240.44","240.44000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2009","EUR","ALB","235.40","235.40000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2010","EUR","ALB","255.41","255.41000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2011","EUR","ALB","271.96","271.96000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2012","EUR","ALB","259.53","259.53000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2013","EUR","ALB","277.58","277.58000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2014","EUR","ALB","295.45","295.45000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2015","EUR","ALB","256.13","256.13000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2016","EUR","ALB","274.44","274.44000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2017","EUR","ALB","296.00","296.00000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2018","EUR","ALB","350.83","350.83000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2000","AFR","DZA","62.12","62.12000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2001","AFR","DZA","67.34","67.34000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2002","AFR","DZA","66.95","66.95000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2003","AFR","DZA","76.24","76.24000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2004","AFR","DZA","93.02","93.02000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2005","AFR","DZA","101.30","101.30000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2006","AFR","DZA","117.43","117.43000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2007","AFR","DZA","151.78","151.78000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2008","AFR","DZA","207.85","207.85000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2009","AFR","DZA","208.94","208.94000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2010","AFR","DZA","230.06","230.06000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2011","AFR","DZA","288.31","288.31000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2012","AFR","DZA","336.67","336.67000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2013","AFR","DZA","333.16","333.16000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2014","AFR","DZA","361.16","361.16000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2015","AFR","DZA","292.92","292.92000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2016","AFR","DZA","262.13","262.13000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2017","AFR","DZA","259.65","259.65000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2018","AFR","DZA","257.85","257.85000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2019","AFR","DZA","250.56","250.56000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2020","AFR","DZA","214.85","214.85000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2000","EUR","AND","1286.86","1286.86000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2001","EUR","AND","1336.06","1336.06000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2002","EUR","AND","1486.01","1486.01000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2003","EUR","AND","1772.51","1772.51000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2004","EUR","AND","1989.83","1989.83000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2005","EUR","AND","2214.39","2214.39000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2006","EUR","AND","2139.00","2139.00000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2007","EUR","AND","2489.11","2489.11000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2008","EUR","AND","3046.02","3046.02000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2009","EUR","AND","3024.99","3024.99000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2010","EUR","AND","3796.65","3796.65000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2011","EUR","AND","3956.99","3956.99000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2012","EUR","AND","3029.51","3029.51000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2013","EUR","AND","3056.73","3056.73000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2014","EUR","AND","3113.92","3113.92000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2015","EUR","AND","2729.94","2729.94000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2016","EUR","AND","2796.62","2796.62000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2017","EUR","AND","2910.02","2910.02000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2018","EUR","AND","3188.00","3188.00000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2019","EUR","AND","3061.79","3061.79000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2020","EUR","AND","3336.92","3336.92000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2000","AFR","AGO","13.00","13.00000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2001","AFR","AGO","28.93","28.93000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2002","AFR","AGO","29.05","29.05000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2003","AFR","AGO","34.87","34.87000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2004","AFR","AGO","49.78","49.78000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2005","AFR","AGO","54.21","54.21000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2006","AFR","AGO","69.77","69.77000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2007","AFR","AGO","92.84","92.84000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2008","AFR","AGO","135.63","135.63000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2009","AFR","AGO","120.03","120.03000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2010","AFR","AGO","96.66","96.66000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2011","AFR","AGO","121.91","121.91000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2012","AFR","AGO","121.80","121.80000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2013","AFR","AGO","142.89","142.89000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2014","AFR","AGO","130.74","130.74000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2015","AFR","AGO","107.64","107.64000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2016","AFR","AGO","94.11","94.11000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2017","AFR","AGO","112.85","112.85000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2018","AFR","AGO","83.90","83.90000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2019","AFR","AGO","69.38","69.38000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2020","AFR","AGO","50.74","50.74000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2000","AMR","ATG","519.13","519.13000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2001","AMR","ATG","571.11","571.11000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2002","AMR","ATG","557.90","557.90000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2003","AMR","ATG","612.15","612.15000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2004","AMR","ATG","596.07","596.07000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2005","AMR","ATG","639.24","639.24000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2006","AMR","ATG","662.72","662.72000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2007","AMR","ATG","711.56","711.56000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2008","AMR","ATG","691.21","691.21000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2009","AMR","ATG","606.90","606.90000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2010","AMR","ATG","720.92","720.92000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2011","AMR","ATG","714.00","714.00000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2012","AMR","ATG","749.94","749.94000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2013","AMR","ATG","735.49","735.49000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2014","AMR","ATG","822.39","822.39000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2015","AMR","ATG","784.65","784.65000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2016","AMR","ATG","812.51","812.51000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2017","AMR","ATG","785.47","785.47000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2018","AMR","ATG","849.83","849.83000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2019","AMR","ATG","801.54","801.54000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2020","AMR","ATG","830.34","830.34000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2000","AMR","ARG","704.95","704.95000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2001","AMR","ARG","671.37","671.37000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2002","AMR","ARG","222.65","222.65000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2003","AMR","ARG","260.98","260.98000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2004","AMR","ARG","310.22","310.22000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2005","AMR","ARG","390.80","390.80000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2006","AMR","ARG","453.64","453.64000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2007","AMR","ARG","569.29","569.29000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2008","AMR","ARG","742.90","742.90000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2009","AMR","ARG","781.78","781.78000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2010","AMR","ARG","980.14","980.14000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2011","AMR","ARG","1202.56","1202.56000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2012","AMR","ARG","1361.99","1361.99000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2013","AMR","ARG","1415.21","1415.21000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2014","AMR","ARG","1280.61","1280.61000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2015","AMR","ARG","1525.05","1525.05000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2016","AMR","ARG","1149.31","1149.31000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2017","AMR","ARG","1525.59","1525.59000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2018","AMR","ARG","1122.47","1122.47000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2019","AMR","ARG","958.52","958.52000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2020","AMR","ARG","863.71","863.71000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2000","EUR","ARM","25.31","25.31000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2001","EUR","ARM","31.41","31.41000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2002","EUR","ARM","58.27","58.27000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2003","EUR","ARM","65.35","65.35000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2004","EUR","ARM","70.64","70.64000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2005","EUR","ARM","94.27","94.27000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2006","EUR","ARM","123.41","123.41000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2007","EUR","ARM","168.48","168.48000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2008","EUR","ARM","259.55","259.55000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2009","EUR","ARM","246.34","246.34000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2010","EUR","ARM","290.27","290.27000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2011","EUR","ARM","324.66","324.66000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2012","EUR","ARM","332.84","332.84000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2013","EUR","ARM","395.71","395.71000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2014","EUR","ARM","408.88","408.88000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2015","EUR","ARM","370.93","370.93000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2016","EUR","ARM","366.23","366.23000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2017","EUR","ARM","418.86","418.86000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2018","EUR","ARM","439.43","439.43000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2019","EUR","ARM","549.47","549.47000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2020","EUR","ARM","551.54","551.54000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2000","WPR","AUS","1636.53","1636.53000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2001","WPR","AUS","1559.82","1559.82000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2002","WPR","AUS","1763.70","1763.70000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2003","WPR","AUS","2240.75","2240.75000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2004","WPR","AUS","2760.83","2760.83000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2005","WPR","AUS","3014.10","3014.10000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2006","WPR","AUS","3194.03","3194.03000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2007","WPR","AUS","3815.34","3815.34000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2008","WPR","AUS","4107.01","4107.01000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2009","WPR","AUS","4011.93","4011.93000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2010","WPR","AUS","4975.47","4975.47000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2011","WPR","AUS","5909.15","5909.15000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2012","WPR","AUS","6071.65","6071.65000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2013","WPR","AUS","5843.17","5843.17000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2014","WPR","AUS","6139.39","6139.39000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2015","WPR","AUS","5324.34","5324.34000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2016","WPR","AUS","5454.00","5454.00000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2017","WPR","AUS","5816.26","5816.26000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2018","WPR","AUS","5864.39","5864.39000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2019","WPR","AUS","5555.37","5555.37000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2020","WPR","AUS","5901.11","5901.11000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2000","EUR","AUT","2269.13","2269.13000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2001","EUR","AUT","2282.52","2282.52000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2002","EUR","AUT","2497.87","2497.87000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2003","EUR","AUT","3091.24","3091.24000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2004","EUR","AUT","3594.65","3594.65000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2005","EUR","AUT","3710.40","3710.40000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2006","EUR","AUT","3882.98","3882.98000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2007","EUR","AUT","4478.77","4478.77000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2008","EUR","AUT","5057.76","5057.76000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2009","EUR","AUT","4928.99","4928.99000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2010","EUR","AUT","4800.79","4800.79000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2011","EUR","AUT","5167.82","5167.82000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2012","EUR","AUT","4966.10","4966.10000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2013","EUR","AUT","5235.34","5235.34000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2014","EUR","AUT","5393.60","5393.60000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2015","EUR","AUT","4612.82","4612.82000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2016","EUR","AUT","4709.88","4709.88000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2017","EUR","AUT","4938.92","4938.92000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2018","EUR","AUT","5337.22","5337.22000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2019","EUR","AUT","5262.05","5262.05000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2020","EUR","AUT","5585.09","5585.09000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2000","EUR","AZE","18.98","18.98000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2001","EUR","AZE","18.99","18.99000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2002","EUR","AZE","20.36","20.36000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2003","EUR","AZE","23.52","23.52000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2004","EUR","AZE","27.04","27.04000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2005","EUR","AZE","34.60","34.60000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2006","EUR","AZE","49.48","49.48000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2007","EUR","AZE","74.09","74.09000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2008","EUR","AZE","105.24","105.24000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2009","EUR","AZE","126.95","126.95000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2010","EUR","AZE","142.61","142.61000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2011","EUR","AZE","172.40","172.40000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2012","EUR","AZE","217.79","217.79000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2013","EUR","AZE","234.24","234.24000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2014","EUR","AZE","260.83","260.83000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2015","EUR","AZE","220.98","220.98000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2016","EUR","AZE","153.22","153.22000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2017","EUR","AZE","151.61","151.61000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2018","EUR","AZE","165.02","165.02000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2019","EUR","AZE","191.76","191.76000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2020","EUR","AZE","191.23","191.23000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2000","AMR","BHS","945.44","945.44000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2001","AMR","BHS","990.31","990.31000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2002","AMR","BHS","1013.74","1013.74000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2003","AMR","BHS","1053.42","1053.42000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2004","AMR","BHS","1067.92","1067.92000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2005","AMR","BHS","1140.25","1140.25000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2006","AMR","BHS","1242.35","1242.35000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2007","AMR","BHS","1334.88","1334.88000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2008","AMR","BHS","1410.94","1410.94000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2009","AMR","BHS","1396.89","1396.89000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2010","AMR","BHS","1421.71","1421.71000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2011","AMR","BHS","1418.67","1418.67000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2012","AMR","BHS","1491.60","1491.60000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2013","AMR","BHS","1531.37","1531.37000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2014","AMR","BHS","1589.97","1589.97000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2015","AMR","BHS","1557.94","1557.94000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2016","AMR","BHS","1692.26","1692.26000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2017","AMR","BHS","2067.89","2067.89000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2018","AMR","BHS","1920.34","1920.34000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2019","AMR","BHS","1921.13","1921.13000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2020","AMR","BHS","1851.00","1851.00000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2000","EMR","BHR","424.94","424.94000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2001","EMR","BHR","438.61","438.61000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2002","EMR","BHR","471.58","471.58000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2003","EMR","BHR","553.05","553.05000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2004","EMR","BHR","551.89","551.89000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2005","EMR","BHR","576.94","576.94000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2006","EMR","BHR","592.38","592.38000","","","","",""
