"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","Display Value","Numeric","Low","High","StdErr","StdDev","Comments"
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2001","AMR","DOM","144.17","144.17000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2002","AMR","DOM","153.86","153.86000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2003","AMR","DOM","105.31","105.31000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2004","AMR","DOM","105.84","105.84000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2005","AMR","DOM","169.97","169.97000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2006","AMR","DOM","162.94","162.94000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2007","AMR","DOM","191.22","191.22000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2008","AMR","DOM","230.51","230.51000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2009","AMR","DOM","238.27","238.27000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2010","AMR","DOM","271.27","271.27000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2011","AMR","DOM","295.19","295.19000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2012","AMR","DOM","305.44","305.44000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2013","AMR","DOM","303.38","303.38000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2014","AMR","DOM","313.46","313.46000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2015","AMR","DOM","322.95","322.95000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2016","AMR","DOM","329.11","329.11000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2017","AMR","DOM","337.61","337.61000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2018","AMR","DOM","327.90","327.90000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2019","AMR","DOM","346.51","346.51000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2020","AMR","DOM","354.10","354.10000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2000","AMR","ECU","48.33","48.33000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2001","AMR","ECU","71.49","71.49000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2002","AMR","ECU","97.71","97.71000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2003","AMR","ECU","132.66","132.66000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2004","AMR","ECU","150.50","150.50000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2005","AMR","ECU","168.63","168.63000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2006","AMR","ECU","190.53","190.53000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2007","AMR","ECU","191.11","191.11000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2008","AMR","ECU","229.10","229.10000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2009","AMR","ECU","241.68","241.68000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2010","AMR","ECU","283.82","283.82000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2011","AMR","ECU","337.00","337.00000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2012","AMR","ECU","383.99","383.99000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2013","AMR","ECU","411.50","411.50000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2014","AMR","ECU","428.63","428.63000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2015","AMR","ECU","459.27","459.27000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2016","AMR","ECU","442.55","442.55000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2017","AMR","ECU","464.02","464.02000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2018","AMR","ECU","497.17","497.17000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2019","AMR","ECU","487.33","487.33000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2020","AMR","ECU","478.53","478.53000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2000","EMR","EGY","71.04","71.04000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2001","EMR","EGY","70.37","70.37000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2002","EMR","EGY","65.59","65.59000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2003","EMR","EGY","51.60","51.60000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2004","EMR","EGY","51.60","51.60000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2005","EMR","EGY","60.99","60.99000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2006","EMR","EGY","68.03","68.03000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2007","EMR","EGY","75.13","75.13000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2008","EMR","EGY","92.33","92.33000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2009","EMR","EGY","101.22","101.22000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2010","EMR","EGY","107.42","107.42000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2011","EMR","EGY","118.70","118.70000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2012","EMR","EGY","142.76","142.76000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2013","EMR","EGY","142.60","142.60000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2014","EMR","EGY","158.21","158.21000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2015","EMR","EGY","173.52","173.52000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2016","EMR","EGY","145.28","145.28000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2017","EMR","EGY","107.99","107.99000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2018","EMR","EGY","120.22","120.22000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2019","EMR","EGY","145.31","145.31000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2020","EMR","EGY","150.91","150.91000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2000","AMR","SLV","155.13","155.13000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2001","AMR","SLV","161.76","161.76000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2002","AMR","SLV","166.13","166.13000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2003","AMR","SLV","170.79","170.79000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2004","AMR","SLV","184.88","184.88000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2005","AMR","SLV","223.97","223.97000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2006","AMR","SLV","230.50","230.50000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2007","AMR","SLV","238.63","238.63000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2008","AMR","SLV","251.83","251.83000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2009","AMR","SLV","255.38","255.38000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2010","AMR","SLV","268.67","268.67000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2011","AMR","SLV","293.37","293.37000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2012","AMR","SLV","298.73","298.73000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2013","AMR","SLV","321.83","321.83000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2014","AMR","SLV","312.87","312.87000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2015","AMR","SLV","329.44","329.44000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2016","AMR","SLV","337.27","337.27000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2017","AMR","SLV","335.74","335.74000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2018","AMR","SLV","345.15","345.15000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2019","AMR","SLV","364.13","364.13000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2020","AMR","SLV","385.74","385.74000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2000","AFR","GNQ","36.31","36.31000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2001","AFR","GNQ","51.28","51.28000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2002","AFR","GNQ","64.46","64.46000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2003","AFR","GNQ","94.39","94.39000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2004","AFR","GNQ","119.85","119.85000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2005","AFR","GNQ","142.01","142.01000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2006","AFR","GNQ","169.32","169.32000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2007","AFR","GNQ","216.74","216.74000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2008","AFR","GNQ","364.52","364.52000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2009","AFR","GNQ","266.58","266.58000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2010","AFR","GNQ","271.07","271.07000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2011","AFR","GNQ","289.87","289.87000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2012","AFR","GNQ","237.00","237.00000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2013","AFR","GNQ","330.95","330.95000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2014","AFR","GNQ","368.52","368.52000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2015","AFR","GNQ","285.38","285.38000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2016","AFR","GNQ","252.67","252.67000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2017","AFR","GNQ","248.93","248.93000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2018","AFR","GNQ","270.56","270.56000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2019","AFR","GNQ","222.74","222.74000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2020","AFR","GNQ","236.62","236.62000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2000","AFR","ERI","13.18","13.18000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2001","AFR","ERI","14.00","14.00000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2002","AFR","ERI","14.82","14.82000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2003","AFR","ERI","18.62","18.62000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2004","AFR","ERI","21.77","21.77000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2005","AFR","ERI","20.61","20.61000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2006","AFR","ERI","22.32","22.32000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2007","AFR","ERI","18.40","18.40000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2008","AFR","ERI","19.69","19.69000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2009","AFR","ERI","22.66","22.66000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2010","AFR","ERI","24.89","24.89000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2011","AFR","ERI","33.60","33.60000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2012","AFR","ERI","26.21","26.21000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2013","AFR","ERI","29.74","29.74000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2014","AFR","ERI","31.79","31.79000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2015","AFR","ERI","26.84","26.84000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2016","AFR","ERI","22.73","22.73000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2017","AFR","ERI","20.89","20.89000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2018","AFR","ERI","24.03","24.03000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2019","AFR","ERI","25.26","25.26000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2020","AFR","ERI","23.98","23.98000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2000","EUR","EST","209.71","209.71000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2001","EUR","EST","214.70","214.70000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2002","EUR","EST","250.48","250.48000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2003","EUR","EST","349.06","349.06000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2004","EUR","EST","455.07","455.07000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2005","EUR","EST","524.68","524.68000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2006","EUR","EST","600.51","600.51000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2007","EUR","EST","832.73","832.73000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2008","EUR","EST","1038.56","1038.56000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2009","EUR","EST","963.02","963.02000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2010","EUR","EST","926.45","926.45000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2011","EUR","EST","1015.97","1015.97000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2012","EUR","EST","1013.31","1013.31000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2013","EUR","EST","1144.65","1144.65000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2014","EUR","EST","1287.76","1287.76000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2015","EUR","EST","1156.20","1156.20000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2016","EUR","EST","1226.09","1226.09000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2017","EUR","EST","1350.13","1350.13000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2018","EUR","EST","1553.43","1553.43000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2019","EUR","EST","1598.84","1598.84000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2020","EUR","EST","1787.87","1787.87000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2000","AFR","SWZ","77.75","77.75000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2001","AFR","SWZ","76.11","76.11000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2002","AFR","SWZ","75.28","75.28000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2003","AFR","SWZ","132.39","132.39000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2004","AFR","SWZ","177.12","177.12000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2005","AFR","SWZ","218.71","218.71000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2006","AFR","SWZ","238.98","238.98000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2007","AFR","SWZ","253.80","253.80000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2008","AFR","SWZ","267.73","267.73000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2009","AFR","SWZ","282.30","282.30000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2010","AFR","SWZ","346.70","346.70000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2011","AFR","SWZ","369.37","369.37000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2012","AFR","SWZ","343.83","343.83000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2013","AFR","SWZ","306.57","306.57000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2014","AFR","SWZ","285.05","285.05000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2015","AFR","SWZ","252.68","252.68000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2016","AFR","SWZ","227.80","227.80000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2017","AFR","SWZ","267.07","267.07000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2018","AFR","SWZ","291.17","291.17000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2019","AFR","SWZ","259.24","259.24000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2020","AFR","SWZ","219.10","219.10000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2000","AFR","ETH","5.32","5.32000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2001","AFR","ETH","5.55","5.55000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2002","AFR","ETH","5.19","5.19000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2003","AFR","ETH","5.76","5.76000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2004","AFR","ETH","5.80","5.80000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2005","AFR","ETH","6.56","6.56000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2006","AFR","ETH","8.53","8.53000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2007","AFR","ETH","11.79","11.79000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2008","AFR","ETH","13.22","13.22000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2009","AFR","ETH","15.36","15.36000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2010","AFR","ETH","16.41","16.41000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2011","AFR","ETH","14.84","14.84000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2012","AFR","ETH","20.29","20.29000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2013","AFR","ETH","19.54","19.54000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2014","AFR","ETH","21.90","21.90000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2015","AFR","ETH","23.53","23.53000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2016","AFR","ETH","24.67","24.67000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2017","AFR","ETH","24.51","24.51000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2018","AFR","ETH","23.85","23.85000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2019","AFR","ETH","26.23","26.23000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2020","AFR","ETH","28.70","28.70000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2000","WPR","FJI","75.04","75.04000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2001","WPR","FJI","62.10","62.10000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2002","WPR","FJI","70.07","70.07000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2003","WPR","FJI","86.90","86.90000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2004","WPR","FJI","111.04","111.04000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2005","WPR","FJI","121.24","121.24000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2006","WPR","FJI","127.43","127.43000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2007","WPR","FJI","141.43","141.43000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2008","WPR","FJI","135.50","135.50000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2009","WPR","FJI","121.84","121.84000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2010","WPR","FJI","128.40","128.40000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2011","WPR","FJI","141.66","141.66000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2012","WPR","FJI","154.22","154.22000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2013","WPR","FJI","159.02","159.02000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2014","WPR","FJI","178.71","178.71000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2015","WPR","FJI","169.73","169.73000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2016","WPR","FJI","176.07","176.07000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2017","WPR","FJI","185.64","185.64000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2018","WPR","FJI","215.84","215.84000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2019","WPR","FJI","228.36","228.36000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2020","WPR","FJI","186.36","186.36000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2000","EUR","FIN","1726.74","1726.74000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2001","EUR","FIN","1810.39","1810.39000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2002","EUR","FIN","2059.31","2059.31000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2003","EUR","FIN","2613.83","2613.83000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2004","EUR","FIN","3044.13","3044.13000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2005","EUR","FIN","3236.87","3236.87000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2006","EUR","FIN","3414.94","3414.94000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2007","EUR","FIN","3918.66","3918.66000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2008","EUR","FIN","4486.36","4486.36000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2009","EUR","FIN","4349.93","4349.93000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2010","EUR","FIN","4251.59","4251.59000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2011","EUR","FIN","4717.57","4717.57000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2012","EUR","FIN","4573.29","4573.29000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2013","EUR","FIN","4892.20","4892.20000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2014","EUR","FIN","4922.65","4922.65000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2015","EUR","FIN","4128.40","4128.40000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2016","EUR","FIN","4108.93","4108.93000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2017","EUR","FIN","4235.95","4235.95000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2018","EUR","FIN","4521.50","4521.50000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2019","EUR","FIN","4460.11","4460.11000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2020","EUR","FIN","4726.14","4726.14000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2000","EUR","FRA","2161.85","2161.85000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2001","EUR","FRA","2192.72","2192.72000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2002","EUR","FRA","2449.76","2449.76000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2003","EUR","FRA","3006.31","3006.31000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2004","EUR","FRA","3458.63","3458.63000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2005","EUR","FRA","3575.03","3575.03000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2006","EUR","FRA","3811.55","3811.55000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2007","EUR","FRA","4312.31","4312.31000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2008","EUR","FRA","4807.37","4807.37000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2009","EUR","FRA","4737.58","4737.58000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2010","EUR","FRA","4592.38","4592.38000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2011","EUR","FRA","4931.88","4931.88000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2012","EUR","FRA","4644.60","4644.60000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2013","EUR","FRA","4888.47","4888.47000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2014","EUR","FRA","4978.56","4978.56000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2015","EUR","FRA","4199.07","4199.07000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2016","EUR","FRA","4262.22","4262.22000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2017","EUR","FRA","4411.71","4411.71000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2018","EUR","FRA","4668.88","4668.88000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2019","EUR","FRA","4508.34","4508.34000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2020","EUR","FRA","4768.73","4768.73000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2000","AFR","GAB","123.33","123.33000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2001","AFR","GAB","121.07","121.07000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2002","AFR","GAB","132.22","132.22000","","","","",""
"GHED_CHE_pc_US_SHA2011","PUBLISHED","2003","AFR","GAB","166.89","166.89000","","","","",""
